StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package,Cluster
25664,Female,Chennai,Tier1,IT,AI,Yes,No,9.99,9.8,10.0,10.0,9.97,10.0,10.0,10.0,10.0,89.3,2,3,2.0,3,1,70.9,4.4,79.6,,1,High,1,0,18.16,0
25665,Male,Jaipur,Tier3,CS,DataScience,Yes,No,4.7,4.02,4.06,4.89,4.25,4.29,4.4,4.65,4.47,57.5,0,1,1.0,1,1,,2.2,27.0,33.9,0,Low,0,0,0.0,1
25666,Female,Hyderabad,Tier1,Mechanical,Networking,No,No,8.6,7.88,8.57,9.2,8.35,7.92,8.16,8.53,8.37,72.3,1,2,1.0,2,0,68.8,3.5,50.5,55.4,1,High,1,0,22.98,3
25667,Male,Mumbai,Tier2,Civil,Networking,Yes,No,9.4,8.36,9.45,8.72,9.12,9.12,8.91,8.8,9.04,82.1,2,3,3.0,3,2,90.5,3.6,90.1,75.0,1,High,1,0,25.39,0
25668,Male,Hyderabad,Tier3,CS,DataScience,Yes,No,6.75,6.18,6.98,6.73,6.5,6.66,6.18,6.03,6.28,74.1,1,2,1.0,2,0,81.9,2.9,65.5,51.7,1,Low,0,0,0.0,3
25669,Male,Jaipur,Tier3,ECE,DataScience,Yes,No,8.58,9.13,8.94,7.78,8.57,9.27,8.7,9.37,8.75,74.5,2,2,2.0,1,0,57.6,2.3,52.4,65.8,0,High,1,0,18.16,0
25670,Male,Chennai,Tier2,IT,Networking,No,No,6.72,6.64,6.66,6.84,6.36,6.75,6.19,7.06,6.69,79.2,1,1,1.0,2,1,65.0,4.1,43.9,49.2,0,Mid,1,0,8.35,3
25671,Male,Kochi,Tier1,CS,DataScience,No,No,7.26,7.35,8.0,7.56,7.9,7.66,7.42,7.66,9.74,70.8,3,5,,1,0,99.2,2.5,97.2,54.1,1,Mid,1,1,8.43,2
25672,Male,Hyderabad,Tier1,CS,Networking,Yes,No,6.06,5.86,5.9,5.42,5.78,6.36,5.67,6.19,6.03,86.3,0,4,4.0,4,2,,3.5,70.7,66.1,1,Low,1,0,6.3,2
25673,Male,Pune,Tier2,CS,Networking,Yes,No,6.79,7.29,6.63,6.44,6.86,6.56,6.72,6.91,6.67,70.9,2,2,2.0,2,1,69.5,2.6,55.9,42.1,0,Mid,1,0,8.1,3
25674,Female,Jaipur,Tier2,Civil,Networking,Yes,No,7.95,6.98,7.62,8.0,8.01,8.17,7.71,8.08,7.91,72.6,1,0,1.0,1,1,70.6,3.1,63.4,56.5,1,Mid,1,0,8.68,3
25675,Female,Bangalore,Tier1,IT,DataScience,Yes,No,5.97,5.9,6.16,5.79,5.84,6.02,5.93,5.73,5.98,78.2,0,1,2.0,2,1,67.2,2.3,50.0,,0,Low,0,0,0.0,3
25676,Female,Bangalore,Tier3,IT,Networking,Yes,No,4.66,4.99,5.69,5.23,5.38,5.03,5.25,5.29,5.0,58.7,0,1,1.0,0,0,44.2,1.9,18.5,28.2,1,Low,0,0,0.0,1
25677,Female,Kolkata,Tier2,IT,Embedded,Yes,No,7.16,7.62,7.21,7.24,7.37,7.61,7.49,7.39,7.43,82.3,2,3,,4,2,71.8,,84.2,69.3,1,Mid,1,0,8.06,2
25678,Female,Hyderabad,Tier1,Civil,Embedded,Yes,No,9.08,9.16,9.2,9.45,9.33,9.59,9.24,9.41,9.35,98.9,2,3,2.0,2,1,80.6,4.1,82.7,84.7,1,High,1,0,25.61,0
25679,Female,Mumbai,Tier1,CS,AI,Yes,No,7.26,6.7,7.02,7.13,7.06,7.03,6.86,7.47,7.09,70.9,1,2,1.0,1,1,60.7,2.0,43.7,38.6,0,Mid,1,0,8.15,3
25680,Male,Pune,Tier3,IT,DataScience,Yes,No,4.0,4.0,4.38,4.0,4.0,4.0,4.0,4.27,4.06,58.4,0,1,0.0,0,0,49.6,1.3,25.7,23.3,1,Low,0,0,0.0,1
25681,Male,Bangalore,Tier2,CS,AI,Yes,No,6.64,7.05,6.25,6.73,7.06,7.2,6.97,6.87,6.75,81.1,0,2,,3,1,64.6,1.8,47.2,42.7,0,Mid,0,0,0.0,3
25682,Male,Delhi,Tier2,CS,Embedded,No,No,7.65,8.0,7.74,7.73,7.17,7.4,7.37,7.84,7.57,89.4,2,2,2.0,4,2,85.5,3.7,90.0,81.4,1,Mid,1,0,8.03,2
25683,Male,Hyderabad,Tier2,Civil,Embedded,Yes,No,6.7,6.89,6.46,6.84,7.01,6.73,6.43,6.99,6.59,78.2,1,3,3.0,3,1,80.2,4.0,92.5,84.7,1,Mid,1,0,8.61,2
25684,Male,Chennai,Tier2,IT,AI,Yes,Yes,7.99,8.23,8.65,8.45,7.55,7.95,8.8,8.57,8.28,88.7,3,3,3.0,5,1,,4.5,78.3,55.1,1,High,1,0,22.69,0
25685,Female,Kochi,Tier1,ECE,Networking,No,No,4.04,4.27,4.17,4.4,4.72,4.19,4.64,4.0,4.39,84.3,2,3,2.0,3,1,85.8,4.2,84.6,63.8,1,Low,1,0,5.77,2
25686,Male,Pune,Tier2,CS,Embedded,No,No,7.88,7.82,7.15,7.25,7.49,7.79,7.44,7.96,7.46,65.3,1,1,2.0,1,0,70.8,3.3,55.2,48.1,0,Mid,0,0,0.0,3
25687,Male,Ahmedabad,Tier2,CS,AI,No,No,7.24,7.79,7.55,7.4,7.39,7.79,7.7,7.46,7.68,80.0,0,2,2.0,1,0,72.3,2.7,51.4,,0,Mid,1,0,10.36,3
25688,Male,Bangalore,Tier2,IT,DataScience,No,No,7.49,7.51,8.28,7.47,8.03,8.01,8.12,7.93,7.92,88.6,2,3,2.0,3,2,84.4,3.8,58.4,69.1,0,Mid,1,0,8.05,2
25689,Male,Pune,Tier2,Mechanical,Embedded,Yes,No,7.21,8.12,7.36,8.44,8.01,8.12,8.41,8.05,7.98,82.0,2,3,2.0,4,2,89.4,4.2,73.2,67.8,0,Mid,1,0,8.46,2
25690,Male,Delhi,Tier3,CS,Networking,Yes,Yes,6.27,5.77,5.84,5.97,6.73,5.89,6.09,6.25,6.21,85.8,1,3,1.0,1,1,74.4,2.7,62.8,,0,Low,0,0,0.0,3
25691,Male,Kolkata,Tier2,ECE,Embedded,Yes,No,6.31,6.53,6.41,6.29,6.13,6.42,5.15,5.69,6.13,68.5,0,1,0.0,0,0,51.9,1.7,29.5,21.5,0,Low,0,0,0.0,1
25692,Male,Ahmedabad,Tier1,ECE,DataScience,Yes,No,8.97,8.7,8.98,8.6,8.44,8.35,8.31,8.75,8.59,76.9,1,1,2.0,1,1,81.5,1.7,48.0,35.7,0,High,1,0,18.85,3
25693,Male,Mumbai,Tier2,Mechanical,DataScience,No,No,4.89,4.97,5.02,5.34,5.62,4.57,5.15,5.16,4.98,59.6,1,1,0.0,0,0,48.4,1.5,26.4,34.1,0,Low,0,0,0.0,1
25694,Male,Hyderabad,Tier2,CS,Embedded,No,No,6.48,7.05,7.05,6.95,6.68,7.08,7.04,6.71,6.94,65.9,1,2,2.0,2,1,84.5,2.8,40.9,44.0,0,Mid,1,0,10.07,3
25695,Female,Bangalore,Tier1,CS,AI,Yes,No,8.61,8.77,9.31,8.83,9.05,9.13,9.19,9.02,9.03,92.7,3,2,1.0,2,2,68.3,5.0,61.4,74.5,0,High,1,0,18.67,0
25696,Male,Hyderabad,Tier2,CS,Networking,Yes,No,9.43,8.62,8.84,9.15,9.53,9.02,9.66,10.0,9.29,77.9,2,4,,2,1,,4.3,60.4,66.2,0,High,1,0,18.36,0
25697,Female,Delhi,Tier2,Civil,Networking,No,No,8.17,8.26,7.89,8.07,7.66,8.08,8.1,8.47,8.05,79.3,1,2,2.0,2,0,62.8,2.1,44.6,56.9,0,High,1,0,18.58,3
25698,Male,Hyderabad,Tier2,ECE,Embedded,Yes,Yes,5.61,5.16,5.66,5.57,5.82,5.77,6.07,5.93,5.79,65.1,1,2,1.0,2,0,69.1,3.3,55.8,49.8,1,Low,0,0,0.0,1
25699,Female,Delhi,Tier3,Civil,Embedded,No,No,6.56,6.12,6.15,6.58,6.61,6.14,6.35,6.63,6.39,72.6,1,3,1.0,1,1,74.3,2.0,57.6,,1,Low,1,0,4.1,3
25700,Male,Hyderabad,Tier3,Civil,Networking,No,No,8.72,8.36,8.51,8.23,8.07,8.47,8.69,8.45,8.58,82.0,1,2,1.0,2,1,57.5,4.1,48.7,46.2,0,High,1,0,18.47,3
25701,Female,Bangalore,Tier2,Mechanical,Embedded,No,No,9.05,8.85,9.16,8.63,8.22,9.44,9.5,9.13,9.0,68.6,2,1,1.0,1,1,65.9,3.6,52.0,50.9,0,High,1,0,18.37,0
25702,Male,Chennai,Tier2,EE,DataScience,No,No,8.94,8.9,9.4,9.06,9.64,9.01,9.21,9.04,9.11,100.0,2,2,3.0,3,2,94.8,5.0,97.3,,1,High,1,0,18.33,0
25703,Male,Kochi,Tier2,EE,Networking,No,Yes,4.66,4.91,5.25,4.92,5.15,4.71,4.1,4.72,4.84,68.0,0,1,0.0,0,0,45.1,1.7,27.1,32.8,0,Low,0,0,0.0,1
25704,Male,Hyderabad,Tier3,ECE,Networking,No,No,7.69,7.46,7.15,7.27,6.77,7.67,6.98,7.53,7.3,77.1,1,2,2.0,2,1,61.2,2.5,53.9,53.9,1,Mid,0,0,0.0,3
25705,Female,Ahmedabad,Tier2,Mechanical,DataScience,Yes,No,6.55,6.59,7.67,6.44,6.8,6.62,7.11,7.19,6.74,77.3,1,1,2.0,2,1,74.1,3.0,51.9,46.7,0,Mid,1,0,8.54,3
25706,Male,Kochi,Tier2,IT,DataScience,Yes,No,5.43,6.03,5.33,6.15,5.8,6.21,5.79,6.24,5.83,99.4,1,2,2.0,2,0,66.9,2.3,51.6,56.2,1,Low,0,0,0.0,3
25707,Male,Hyderabad,Tier3,ECE,AI,No,No,7.86,8.14,8.23,8.01,7.89,7.96,7.99,7.75,8.15,78.0,1,3,1.0,1,1,,3.1,74.5,48.3,0,High,1,0,18.46,3
25708,Female,Kolkata,Tier2,ECE,Embedded,Yes,No,10.0,9.71,9.63,9.81,9.41,9.55,10.0,10.0,9.72,83.0,2,4,2.0,1,1,94.1,3.8,57.4,91.4,0,High,1,0,18.21,0
25709,Male,Hyderabad,Tier2,CS,DataScience,No,No,6.99,7.28,7.66,7.44,7.02,7.58,7.19,7.78,7.29,79.7,1,3,1.0,2,1,78.9,4.4,59.1,,1,Mid,1,0,8.62,3
25710,Male,Kolkata,Tier2,ECE,Embedded,Yes,No,8.57,8.39,8.25,8.24,8.29,8.68,8.29,8.8,8.4,72.5,2,4,4.0,4,1,76.5,4.5,72.2,81.8,0,High,1,0,18.38,0
25711,Male,Hyderabad,Tier2,EE,Networking,No,Yes,4.53,4.38,4.13,4.77,4.0,4.46,4.29,4.79,4.43,61.5,0,2,1.0,1,0,74.0,3.2,56.0,56.1,1,Low,0,0,0.0,1
25712,Female,Bangalore,Tier1,CS,DataScience,No,No,6.21,6.78,6.62,7.02,6.51,6.82,6.55,6.44,6.73,100.0,1,4,4.0,3,1,86.8,3.7,75.8,77.3,1,Mid,1,0,8.74,2
25713,Female,Mumbai,Tier1,Civil,DataScience,No,No,8.6,8.22,8.55,9.15,9.12,9.18,8.72,8.97,4.35,54.15410163,1,3,3.0,2,1,33.9,2.7,6.8,66.6,1,High,1,1,18.66,3
25714,Female,Hyderabad,Tier1,ECE,Networking,No,No,7.09,6.86,7.34,7.11,7.14,7.43,8.11,7.89,7.22,99.9,1,2,3.0,3,0,77.7,3.4,,91.1,0,Mid,1,0,8.82,2
25715,Female,Chennai,Tier1,CS,Networking,No,No,4.82,5.28,5.46,5.46,4.89,5.06,4.76,4.97,5.16,74.5,1,3,2.0,3,0,69.9,2.7,47.1,57.4,0,Low,1,0,3.54,1
25716,Female,Pune,Tier2,ECE,Networking,Yes,Yes,4.52,4.31,4.0,4.18,4.0,4.0,4.0,4.05,4.02,52.6,0,1,1.0,0,0,42.0,2.1,29.7,24.4,1,Low,0,0,0.0,1
25717,Male,Kolkata,Tier1,Mechanical,DataScience,Yes,No,6.64,6.72,6.37,6.92,7.35,7.24,7.15,7.69,7.06,85.7,2,4,4.0,3,3,77.0,4.3,93.2,70.6,1,Mid,1,0,8.6,2
25718,Female,Mumbai,Tier2,Mechanical,Networking,Yes,Yes,7.36,7.54,7.45,7.0,7.49,7.76,7.54,7.31,7.47,73.5,1,3,2.0,1,1,69.5,3.4,51.7,43.9,0,Mid,1,0,8.0,3
25719,Male,Pune,Tier1,EE,Networking,No,No,9.2,8.95,8.94,9.52,9.47,9.72,9.68,9.67,9.69,93.7,2,4,2.0,4,2,79.1,4.6,70.5,72.7,1,High,1,0,25.33,0
25720,Female,Jaipur,Tier2,ECE,Embedded,Yes,No,6.45,5.86,5.82,5.83,5.85,6.13,6.09,6.35,6.05,82.6,1,1,2.0,2,0,60.7,1.9,47.5,44.7,0,Low,0,0,0.0,3
25721,Male,Jaipur,Tier1,EE,Embedded,No,No,6.53,6.77,7.05,6.91,7.34,7.1,7.26,7.44,6.97,94.3,1,5,,4,0,71.1,3.4,69.4,72.2,1,Mid,1,0,8.97,2
25722,Male,Jaipur,Tier2,CS,DataScience,No,Yes,9.57,9.15,9.17,9.41,9.34,9.92,9.28,9.25,9.56,100.0,1,4,3.0,3,2,76.2,5.0,93.0,54.7,1,High,1,0,25.66,0
25723,Female,Kochi,Tier2,ECE,Embedded,Yes,No,7.0,6.57,7.1,6.82,7.17,6.73,7.46,7.32,6.98,94.7,2,3,2.0,4,2,96.0,4.4,77.2,66.2,1,Mid,1,0,8.34,2
25724,Female,Mumbai,Tier3,ECE,Embedded,Yes,No,5.47,4.99,5.91,6.39,5.64,5.62,5.59,4.99,5.73,63.5,1,1,,1,0,47.0,2.1,21.1,30.3,0,Low,0,0,0.0,1
25725,Male,Pune,Tier2,CS,AI,Yes,No,6.16,5.7,5.87,6.29,5.43,5.95,5.58,5.01,5.64,97.6,1,1,2.0,1,0,69.1,2.3,50.8,55.3,1,Low,0,0,0.0,3
25726,Male,Hyderabad,Tier2,Civil,DataScience,Yes,No,8.44,7.96,8.32,7.78,8.6,8.51,8.91,8.1,8.32,95.1,1,3,3.0,4,2,88.8,3.7,88.3,76.5,0,High,1,0,18.46,0
25727,Male,Delhi,Tier2,Civil,DataScience,No,No,7.91,7.85,8.1,7.94,8.06,7.69,7.57,8.01,7.84,86.6,2,3,,4,1,76.1,4.3,83.2,75.5,0,Mid,1,0,8.98,2
25728,Male,Mumbai,Tier2,ECE,Embedded,Yes,No,9.8,9.98,10.0,9.8,10.0,10.0,10.0,10.0,10.0,82.4,3,2,,3,2,91.2,4.2,84.6,79.3,1,High,1,0,25.03,0
25729,Male,Bangalore,Tier2,Civil,Embedded,No,No,8.98,9.17,8.89,9.24,9.73,9.47,9.86,9.45,9.41,81.0,1,4,3.0,3,2,70.9,3.8,67.5,71.5,0,High,1,0,18.51,0
25730,Female,Hyderabad,Tier2,IT,Networking,Yes,No,6.87,6.82,6.97,6.74,7.02,6.61,7.09,7.1,6.92,72.5,1,2,2.0,2,1,63.0,2.8,58.4,59.5,1,Mid,1,0,8.62,3
25731,Male,Hyderabad,Tier3,EE,Embedded,No,No,6.87,7.19,7.49,7.1,7.38,7.44,7.72,6.95,7.25,76.8,1,2,2.0,2,0,,3.3,,49.4,0,Mid,1,0,8.2,3
25732,Male,Kolkata,Tier3,Mechanical,AI,No,Yes,8.77,8.84,8.27,8.51,8.57,8.6,8.91,8.71,8.55,63.9,0,2,2.0,2,0,66.2,4.1,67.1,,1,High,1,0,18.92,3
25733,Male,Mumbai,Tier1,CS,DataScience,Yes,No,7.0,7.49,7.71,7.69,6.99,7.72,7.59,7.59,7.29,90.7,1,3,2.0,3,1,67.3,4.0,74.7,66.3,0,Mid,1,0,8.55,2
25734,Male,Hyderabad,Tier2,IT,DataScience,Yes,No,6.19,5.75,6.76,5.69,6.24,5.87,6.8,5.75,6.08,73.8,1,2,2.0,1,1,70.9,3.3,52.7,59.0,0,Low,0,0,0.0,3
25735,Male,Mumbai,Tier2,ECE,Embedded,No,No,8.12,8.36,8.0,8.6,8.26,8.52,8.62,8.75,8.45,100.0,2,3,4.0,4,1,72.4,3.5,77.1,89.7,0,High,1,0,18.37,0
25736,Female,Bangalore,Tier1,Mechanical,Embedded,Yes,No,10.0,10.0,10.0,10.0,10.0,9.79,10.0,10.0,9.94,87.9,1,3,4.0,4,1,,4.7,80.9,,1,High,1,0,18.99,0
25737,Male,Kolkata,Tier1,Mechanical,Embedded,No,No,7.36,7.45,8.09,7.01,7.6,7.48,7.68,7.39,7.53,82.9,1,2,2.0,2,1,80.6,2.5,58.3,49.3,0,Mid,1,0,8.43,3
25738,Female,Hyderabad,Tier1,CS,DataScience,Yes,No,10.0,10.0,9.88,9.88,10.0,10.0,10.0,10.0,9.85,75.9,2,4,2.0,2,1,82.3,3.6,63.9,78.6,0,High,1,0,18.65,0
25739,Female,Jaipur,Tier2,Mechanical,Networking,No,No,5.63,6.17,5.7,6.22,5.57,5.94,6.14,6.57,5.97,84.6,2,2,2.0,2,0,71.2,2.3,,50.1,0,Low,0,0,0.0,3
25740,Female,Delhi,Tier2,ECE,AI,Yes,No,7.51,6.97,7.6,7.3,7.22,6.84,7.42,7.61,7.3,60.7,0,1,1.0,0,1,50.2,1.8,20.3,34.7,0,Mid,0,0,0.0,3
25741,Male,Bangalore,Tier1,ECE,DataScience,Yes,No,6.94,6.87,6.93,6.47,7.0,6.91,7.18,6.77,6.9,96.1,2,3,4.0,2,1,84.6,3.6,79.2,,0,Mid,1,0,8.76,2
25742,Male,Kochi,Tier3,ECE,Networking,Yes,No,5.63,5.07,5.37,5.47,5.66,4.57,4.85,5.59,5.31,69.7,0,1,0.0,1,1,55.2,1.7,33.5,34.2,1,Low,0,0,0.0,1
25743,Female,Hyderabad,Tier2,Mechanical,Networking,Yes,No,9.94,10.0,10.0,9.82,10.0,9.77,10.0,10.0,9.86,99.5,1,3,3.0,3,1,78.1,5.0,,90.5,1,High,1,0,18.08,0
25744,Male,Kolkata,Tier1,CS,AI,Yes,No,9.25,9.89,9.87,10.0,10.0,10.0,10.0,10.0,9.93,98.5,2,2,4.0,2,2,76.5,4.0,57.5,78.6,1,High,1,0,25.95,0
25745,Female,Kochi,Tier2,CS,Embedded,No,No,6.29,6.43,6.96,6.55,6.15,6.38,6.93,6.94,6.57,75.4,0,1,2.0,2,1,56.2,3.1,58.9,47.8,1,Mid,1,0,8.18,3
25746,Male,Mumbai,Tier2,ECE,Embedded,Yes,No,7.43,6.97,7.25,7.45,7.13,7.54,7.48,7.77,7.34,81.1,1,2,1.0,2,0,60.3,3.2,45.7,52.9,0,Mid,1,0,9.19,3
25747,Female,Delhi,Tier2,CS,Networking,Yes,No,8.99,8.53,8.71,8.75,8.81,8.89,9.25,9.0,8.88,95.6,3,2,3.0,3,1,86.5,4.2,68.1,76.1,1,High,1,0,22.81,0
25748,Female,Jaipur,Tier2,IT,AI,No,No,7.41,6.51,6.67,6.35,6.96,6.49,6.57,7.12,6.73,73.7,1,1,,1,1,77.1,3.5,63.6,48.7,1,Mid,1,0,8.41,3
25749,Female,Mumbai,Tier3,EE,AI,No,Yes,6.7,6.98,7.12,6.6,6.7,6.96,6.61,6.99,6.83,64.5,1,0,0.0,0,0,54.1,1.2,28.2,29.9,0,Mid,0,0,0.0,1
25750,Male,Bangalore,Tier2,Mechanical,DataScience,Yes,No,8.8,8.71,8.38,8.67,8.93,8.51,8.22,8.75,8.63,83.9,2,3,,2,1,85.4,4.4,66.5,56.9,0,High,1,0,18.75,0
25751,Male,Bangalore,Tier3,IT,Networking,Yes,Yes,6.03,5.75,5.85,6.38,6.05,6.17,5.95,6.07,5.96,50.0,1,0,0.0,1,0,45.6,2.1,25.0,28.8,0,Low,0,0,0.0,1
25752,Male,Pune,Tier2,IT,Networking,Yes,No,5.59,5.99,5.56,5.69,5.28,5.32,5.46,5.71,5.64,79.3,1,1,2.0,2,0,68.1,3.0,57.7,48.6,0,Low,0,0,0.0,1
25753,Female,Ahmedabad,Tier3,Civil,Embedded,No,Yes,5.53,5.17,5.82,5.21,5.41,5.32,5.74,5.34,5.61,66.5,0,1,0.0,1,0,46.6,2.6,31.6,35.5,0,Low,0,0,0.0,1
25754,Male,Chennai,Tier1,ECE,Networking,No,No,8.11,7.74,7.68,7.98,8.37,8.12,7.75,8.46,8.03,93.7,2,4,2.0,3,1,86.9,4.1,82.4,74.5,1,High,1,0,22.75,0
25755,Female,Ahmedabad,Tier2,Mechanical,Networking,Yes,No,7.11,7.38,7.78,6.87,7.79,7.57,7.69,7.86,7.49,81.1,0,1,2.0,3,1,66.1,3.2,51.8,53.1,1,Mid,1,0,8.8,3
25756,Female,Hyderabad,Tier1,CS,Networking,Yes,No,6.4,7.13,7.36,6.84,7.05,6.48,6.47,7.56,6.83,76.7,2,2,3.0,2,1,87.0,5.0,79.3,,0,Mid,1,0,8.93,2
25757,Male,Jaipur,Tier3,EE,Embedded,Yes,Yes,7.49,7.47,7.34,7.5,7.15,7.53,7.51,7.24,7.54,67.3,0,0,1.0,1,0,52.7,1.9,30.1,30.4,0,Mid,0,0,0.0,3
25758,Female,Hyderabad,Tier3,CS,DataScience,No,No,7.53,7.92,8.12,7.7,7.52,8.26,7.58,7.68,7.93,76.0,1,1,2.0,2,0,78.5,2.7,53.4,60.3,0,Mid,1,0,12.34,3
25759,Male,Mumbai,Tier3,ECE,AI,Yes,Yes,9.73,9.48,10.0,10.0,9.82,9.26,9.45,10.0,9.64,80.0,1,1,1.0,2,0,71.4,2.3,48.2,,0,High,0,0,0.0,0
25760,Male,Kolkata,Tier2,Civil,Embedded,No,No,9.16,9.01,9.64,9.31,9.55,9.35,8.74,8.81,9.31,83.2,2,4,3.0,4,2,72.4,3.7,81.6,75.5,1,High,1,0,25.05,0
25761,Male,Jaipur,Tier3,Mechanical,AI,Yes,Yes,4.39,4.11,4.0,4.3,4.07,4.0,4.0,4.0,4.09,68.3,1,0,0.0,1,0,54.8,1.8,25.3,24.6,1,Low,0,0,0.0,1
25762,Male,Chennai,Tier2,ECE,Embedded,No,No,6.99,7.21,7.75,7.3,7.22,7.63,7.68,7.15,7.43,75.7,1,2,0.0,1,1,67.9,2.4,68.9,58.8,0,Mid,1,0,8.09,3
25763,Male,Kolkata,Tier2,IT,DataScience,Yes,No,6.88,7.3,7.62,7.95,6.88,7.12,7.41,7.01,7.17,73.8,1,2,1.0,2,0,72.1,3.7,48.1,51.1,1,Mid,1,0,8.1,3
25764,Male,Bangalore,Tier2,Civil,Embedded,Yes,Yes,7.5,7.34,6.93,7.47,7.27,7.37,7.52,7.14,7.36,68.9,1,3,1.0,1,1,77.5,3.0,42.8,48.6,0,Mid,1,0,10.7,3
25765,Male,Hyderabad,Tier3,IT,AI,Yes,No,5.95,5.91,5.68,5.12,5.36,5.29,5.46,5.36,5.58,55.4,0,1,1.0,1,0,51.3,2.0,29.8,26.1,1,Low,0,0,0.0,1
25766,Male,Chennai,Tier1,EE,AI,Yes,No,8.03,7.81,8.91,7.82,8.06,8.77,9.03,8.05,8.32,80.0,2,4,3.0,3,1,81.4,,84.5,55.5,1,High,1,0,18.05,0
25767,Male,Kolkata,Tier2,Civil,Networking,No,No,8.77,8.88,9.4,8.93,9.12,9.37,9.71,9.53,9.32,94.3,1,2,,3,1,100.0,4.3,90.5,68.7,0,High,1,0,18.71,0
25768,Male,Ahmedabad,Tier2,CS,DataScience,Yes,No,5.45,4.94,4.84,4.91,4.73,5.16,4.69,4.45,5.04,70.2,0,1,0.0,0,0,,2.3,23.4,27.9,0,Low,0,0,0.0,1
25769,Male,Bangalore,Tier2,ECE,Embedded,Yes,No,5.77,5.5,5.49,4.96,5.43,5.43,5.03,5.14,5.35,85.3,1,1,1.0,2,1,72.1,3.5,49.6,50.7,1,Low,0,0,0.0,1
25770,Female,Jaipur,Tier2,CS,Networking,Yes,No,9.06,8.54,8.98,9.14,9.1,9.41,9.26,9.21,9.2,100.0,2,4,3.0,3,0,,3.4,74.7,74.4,1,High,1,0,25.37,0
25771,Female,Bangalore,Tier1,CS,Embedded,No,No,10.0,9.65,10.0,10.0,9.9,10.0,9.83,9.85,9.9,82.2,2,3,1.0,3,1,75.6,3.6,97.3,,0,High,1,0,18.32,0
25772,Male,Jaipur,Tier3,Mechanical,Networking,Yes,No,5.63,6.39,5.48,6.26,6.23,5.91,5.49,5.45,5.6,62.9,0,1,0.0,0,0,45.6,2.6,25.6,36.3,0,Low,0,0,0.0,1
25773,Male,Delhi,Tier2,EE,Embedded,Yes,No,9.85,9.93,9.83,10.0,10.0,10.0,10.0,10.0,10.0,98.4,1,4,4.0,4,1,73.2,4.3,,71.7,0,High,1,0,18.93,0
25774,Male,Delhi,Tier3,CS,AI,Yes,No,5.48,5.07,5.38,5.93,5.39,5.69,5.33,5.15,5.58,72.1,1,2,2.0,2,0,72.1,,59.4,53.6,1,Low,1,0,6.18,1
25775,Female,Jaipur,Tier3,Mechanical,Embedded,Yes,No,4.26,4.47,4.29,4.65,4.49,4.52,4.0,4.0,4.17,61.7,1,0,1.0,1,0,46.5,2.5,27.2,33.9,1,Low,0,0,0.0,1
25776,Male,Bangalore,Tier2,CS,DataScience,Yes,No,8.67,9.74,9.01,9.32,9.02,9.39,8.93,9.5,9.2,78.5,2,3,3.0,5,1,76.4,2.3,76.0,71.1,1,High,1,0,18.15,0
25777,Male,Delhi,Tier3,EE,Networking,Yes,No,6.17,6.38,6.42,6.64,6.18,6.22,6.24,5.4,6.09,57.3,1,0,1.0,1,1,36.8,2.2,23.3,35.3,0,Low,0,0,0.0,1
25778,Male,Hyderabad,Tier3,Mechanical,Networking,Yes,No,7.03,6.84,7.24,7.14,6.9,7.28,6.98,6.77,4.3,54.74903325,1,2,2.0,2,0,33.7,3.8,7.9,55.6,1,Mid,1,1,9.32,3
25779,Male,Pune,Tier1,CS,Networking,Yes,No,4.26,4.49,4.57,4.51,4.3,4.24,4.78,4.34,4.41,64.8,1,2,1.0,1,0,84.4,2.8,,,0,Low,0,0,0.0,1
25780,Male,Bangalore,Tier2,ECE,Embedded,Yes,Yes,5.98,5.92,5.85,5.86,5.53,6.1,5.34,5.78,5.8,75.1,1,1,1.0,2,0,51.5,3.5,53.4,49.4,1,Low,0,0,0.0,1
25781,Male,Mumbai,Tier2,CS,Networking,Yes,No,6.33,6.35,6.09,6.5,6.7,6.65,6.47,6.79,6.72,81.9,1,2,1.0,2,0,63.7,3.1,57.3,53.5,0,Mid,1,0,8.74,3
25782,Male,Bangalore,Tier2,Civil,Networking,No,No,5.35,5.63,5.79,5.43,6.36,5.84,5.9,5.52,5.81,88.0,2,2,3.0,4,2,74.4,2.2,85.5,69.9,1,Low,1,0,5.88,2
25783,Female,Delhi,Tier1,Civil,Networking,Yes,No,9.0,9.12,9.23,8.94,9.02,9.02,9.06,10.0,9.09,88.5,3,3,2.0,4,1,71.3,5.0,91.3,,0,High,1,0,18.83,0
25784,Male,Chennai,Tier3,IT,Networking,No,Yes,4.2,4.0,4.08,4.0,4.0,4.4,4.07,4.0,4.03,58.8,1,0,1.0,0,1,56.7,1.7,26.9,27.1,0,Low,0,0,0.0,1
25785,Male,Kolkata,Tier1,ECE,Networking,No,No,9.78,9.31,10.0,10.0,10.0,10.0,10.0,9.88,9.89,74.5,2,3,3.0,4,1,74.6,4.3,72.8,79.7,1,High,1,0,25.43,0
